"Solution Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int"
"NAPT 106C ","Samp","S MultiCal","","-","g/mL",0.92,"-","-"
"NAPT 106C ","Samp","Zn MultiCal","","-","g/mL",0.15,"-","-"
"NAPT 107A ","Samp","Al MultiCal","","-","g/mL",40.26,"-","-"
"NAPT 107A ","Samp","Ca MultiCal","o","-","g/mL",77.62,"-","-"
"NAPT 107A ","Samp","Cu MultiCal","","-","g/mL",0.42,"-","-"
"NAPT 107A ","Samp","Fe MultiCal","","-","g/mL",39.07,"-","-"
"NAPT 107A ","Samp","K MultiCal","","-","g/mL",38.77,"-","-"
"NAPT 107A ","Samp","Mg  MultiCal","","-","g/mL",78.49,"-","-"
"NAPT 107A ","Samp","Mn MultiCal","","-","g/mL",3.86,"-","-"
"NAPT 107A ","Samp","P MultiCal","","-","g/mL",25.57,"-","-"
"NAPT 107A ","Samp","S MultiCal","","-","g/mL",2.15,"-","-"
"NAPT 107A ","Samp","Zn MultiCal","","-","g/mL",1.40,"-","-"
"NAPT 107B ","Samp","Al MultiCal","","-","g/mL",39.62,"-","-"
"NAPT 107B ","Samp","Ca MultiCal","o","-","g/mL",76.14,"-","-"
"NAPT 107B ","Samp","Cu MultiCal","","-","g/mL",0.42,"-","-"
"NAPT 107B ","Samp","Fe MultiCal","","-","g/mL",37.96,"-","-"
"NAPT 107B ","Samp","K MultiCal","","-","g/mL",41.96,"-","-"
"NAPT 107B ","Samp","Mg  MultiCal","","-","g/mL",76.37,"-","-"
"NAPT 107B ","Samp","Mn MultiCal","","-","g/mL",3.76,"-","-"
"NAPT 107B ","Samp","P MultiCal","","-","g/mL",25.35,"-","-"
"NAPT 107B ","Samp","S MultiCal","","-","g/mL",2.10,"-","-"
"NAPT 107B ","Samp","Zn MultiCal","","-","g/mL",1.37,"-","-"
"NAPT 107C ","Samp","Al MultiCal","","-","g/mL",38.91,"-","-"
"NAPT 107C ","Samp","Ca MultiCal","o","-","g/mL",75.91,"-","-"
"NAPT 107C ","Samp","Cu MultiCal","","-","g/mL",0.42,"-","-"
"NAPT 107C ","Samp","Fe MultiCal","","-","g/mL",37.54,"-","-"
"NAPT 107C ","Samp","K MultiCal","","-","g/mL",38.99,"-","-"
"NAPT 107C ","Samp","Mg  MultiCal","","-","g/mL",74.83,"-","-"
"NAPT 107C ","Samp","Mn MultiCal","","-","g/mL",3.68,"-","-"
"NAPT 107C ","Samp","P MultiCal","","-","g/mL",24.95,"-","-"
"NAPT 107C ","Samp","S MultiCal","","-","g/mL",2.07,"-","-"
"NAPT 107C ","Samp","Zn MultiCal","","-","g/mL",1.41,"-","-"
"NAPT 108A ","Samp","Al MultiCal","","-","g/mL",30.10,"-","-"
"NAPT 108A ","Samp","Ca MultiCal","o","-","g/mL",49.17,"-","-"
"NAPT 108A ","Samp","Cu MultiCal","","-","g/mL",0.14,"-","-"
"NAPT 108A ","Samp","Fe MultiCal","","-","g/mL",15.29,"-","-"
"NAPT 108A ","Samp","K MultiCal","","-","g/mL",10.79,"-","-"
"NAPT 108A ","Samp","Mg  MultiCal","","-","g/mL",14.99,"-","-"
"NAPT 108A ","Samp","Mn MultiCal","","-","g/mL",5.62,"-","-"
"NAPT 108A ","Samp","P MultiCal","","-","g/mL",6.14,"-","-"
"NAPT 108A ","Samp","S MultiCal","","-","g/mL",1.53,"-","-"
"NAPT 108A ","Samp","Zn MultiCal","","-","g/mL",0.12,"-","-"
"NAPT 108B ","Samp","Al MultiCal","","-","g/mL",29.31,"-","-"
"NAPT 108B ","Samp","Ca MultiCal","o","-","g/mL",48.90,"-","-"
"NAPT 108B ","Samp","Cu MultiCal","","-","g/mL",0.14,"-","-"
"NAPT 108B ","Samp","Fe MultiCal","","-","g/mL",14.88,"-","-"
"NAPT 108B ","Samp","K MultiCal","","-","g/mL",9.45,"-","-"
"NAPT 108B ","Samp","Mg  MultiCal","","-","g/mL",14.28,"-","-"
"NAPT 108B ","Samp","Mn MultiCal","","-","g/mL",5.59,"-","-"
"NAPT 108B ","Samp","P MultiCal","","-","g/mL",6.11,"-","-"
"NAPT 108B ","Samp","S MultiCal","","-","g/mL",1.46,"-","-"
"NAPT 108B ","Samp","Zn MultiCal","","-","g/mL",0.12,"-","-"
"NAPT 108C ","Samp","Al MultiCal","","-","g/mL",29.40,"-","-"
"NAPT 108C ","Samp","Ca MultiCal","o","-","g/mL",48.77,"-","-"
"NAPT 108C ","Samp","Cu MultiCal","","-","g/mL",0.14,"-","-"
"NAPT 108C ","Samp","Fe MultiCal","","-","g/mL",14.95,"-","-"
"NAPT 108C ","Samp","K MultiCal","","-","g/mL",10.59,"-","-"
"NAPT 108C ","Samp","Mg  MultiCal","","-","g/mL",14.55,"-","-"
"NAPT 108C ","Samp","Mn MultiCal","","-","g/mL",5.51,"-","-"
"NAPT 108C ","Samp","P MultiCal","","-","g/mL",6.11,"-","-"
"NAPT 108C ","Samp","S MultiCal","","-","g/mL",1.47,"-","-"
"NAPT 108C ","Samp","Zn MultiCal","","-","g/mL",0.12,"-","-"
"NAPT 109A ","Samp","Al MultiCal","","-","g/mL",51.66,"-","-"
"NAPT 109A ","Samp","Ca MultiCal","o","-","g/mL",53.69,"-","-"
"NAPT 109A ","Samp","Cu MultiCal","","-","g/mL",0.38,"-","-"
"NAPT 109A ","Samp","Fe MultiCal","","-","g/mL",16.66,"-","-"
"NAPT 109A ","Samp","K MultiCal","","-","g/mL",19.27,"-","-"
"NAPT 109A ","Samp","Mg  MultiCal","","-","g/mL",11.16,"-","-"
"NAPT 109A ","Samp","Mn MultiCal","","-","g/mL",11.16,"-","-"
"NAPT 109A ","Samp","P MultiCal","","-","g/mL",2.95,"-","-"
"NAPT 109A ","Samp","S MultiCal","","-","g/mL",0.70,"-","-"
"NAPT 109A ","Samp","Zn MultiCal","","-","g/mL",0.25,"-","-"
"NAPT 109B ","Samp","Al MultiCal","","-","g/mL",52.63,"-","-"
"NAPT 109B ","Samp","Ca MultiCal","o","-","g/mL",53.95,"-","-"
"NAPT 109B ","Samp","Cu MultiCal","","-","g/mL",0.38,"-","-"
"NAPT 109B ","Samp","Fe MultiCal","","-","g/mL",17.27,"-","-"
"NAPT 109B ","Samp","K MultiCal","","-","g/mL",18.94,"-","-"
"NAPT 109B ","Samp","Mg  MultiCal","","-","g/mL",11.07,"-","-"
"NAPT 109B ","Samp","Mn MultiCal","","-","g/mL",11.49,"-","-"
"NAPT 109B ","Samp","P MultiCal","","-","g/mL",2.91,"-","-"
"NAPT 109B ","Samp","S MultiCal","","-","g/mL",0.66,"-","-"
"NAPT 109B ","Samp","Zn MultiCal","","-","g/mL",0.25,"-","-"
"NAPT 109C ","Samp","Al MultiCal","","-","g/mL",52.86,"-","-"
"NAPT 109C ","Samp","Ca MultiCal","o","-","g/mL",53.41,"-","-"
"NAPT 109C ","Samp","Cu MultiCal","","-","g/mL",0.38,"-","-"
"NAPT 109C ","Samp","Fe MultiCal","","-","g/mL",17.20,"-","-"
"NAPT 109C ","Samp","K MultiCal","","-","g/mL",20.04,"-","-"
"NAPT 109C ","Samp","Mg  MultiCal","","-","g/mL",11.17,"-","-"
"NAPT 109C ","Samp","Mn MultiCal","","-","g/mL",11.77,"-","-"
"NAPT 109C ","Samp","P MultiCal","","-","g/mL",2.95,"-","-"
"NAPT 109C ","Samp","S MultiCal","","-","g/mL",0.70,"-","-"
"NAPT 109C ","Samp","Zn MultiCal","","-","g/mL",0.28,"-","-"
"NAPT 110A ","Samp","Al MultiCal","","-","g/mL",65.41,"-","-"
"NAPT 110A ","Samp","Ca MultiCal","o","-","g/mL",37.85,"-","-"
"NAPT 110A ","Samp","Cu MultiCal","","-","g/mL",0.08,"-","-"
"NAPT 110A ","Samp","Fe MultiCal","","-","g/mL",19.41,"-","-"
"NAPT 110A ","Samp","K MultiCal","","-","g/mL",19.00,"-","-"
"NAPT 110A ","Samp","Mg  MultiCal","","-","g/mL",12.47,"-","-"
"NAPT 110A ","Samp","Mn MultiCal","","-","g/mL",13.76,"-","-"
"NAPT 110A ","Samp","P MultiCal","","-","g/mL",6.06,"-","-"
"NAPT 110A ","Samp","S MultiCal","","-","g/mL",0.96,"-","-"
"NAPT 110A ","Samp","Zn MultiCal","","-","g/mL",0.27,"-","-"
"NAPT 110B ","Samp","Al MultiCal","","-","g/mL",65.89,"-","-"
"NAPT 110B ","Samp","Ca MultiCal","o","-","g/mL",38.13,"-","-"
"NAPT 110B ","Samp","Cu MultiCal","","-","g/mL",0.09,"-","-"
"NAPT 110B ","Samp","Fe MultiCal","","-","g/mL",19.47,"-","-"
"NAPT 110B ","Samp","K MultiCal","","-","g/mL",18.62,"-","-"
"NAPT 110B ","Samp","Mg  MultiCal","","-","g/mL",12.41,"-","-"
"NAPT 110B ","Samp","Mn MultiCal","","-","g/mL",13.54,"-","-"
"NAPT 110B ","Samp","P MultiCal","","-","g/mL",6.08,"-","-"
"NAPT 110B ","Samp","S MultiCal","","-","g/mL",1.00,"-","-"
"NAPT 110B ","Samp","Zn MultiCal","","-","g/mL",0.26,"-","-"
"NAPT 110C ","Samp","Al MultiCal","","-","g/mL",65.47,"-","-"
"NAPT 110C ","Samp","Ca MultiCal","o","-","g/mL",37.97,"-","-"
"NAPT 110C ","Samp","Cu MultiCal","","-","g/mL",0.08,"-","-"
"NAPT 110C ","Samp","Fe MultiCal","","-","g/mL",19.41,"-","-"
"NAPT 110C ","Samp","K MultiCal","","-","g/mL",18.32,"-","-"
"NAPT 110C ","Samp","Mg  MultiCal","","-","g/mL",12.22,"-","-"
"NAPT 110C ","Samp","Mn MultiCal","","-","g/mL",13.56,"-","-"
"NAPT 110C ","Samp","P MultiCal","","-","g/mL",6.05,"-","-"
"NAPT 110C ","Samp","S MultiCal","","-","g/mL",0.96,"-","-"
"NAPT 110C ","Samp","Zn MultiCal","","-","g/mL",0.26,"-","-"
"blank ","Samp","Al MultiCal","","-","g/mL",4.77,"-","-"
"blank ","Samp","Ca MultiCal","","-","g/mL",1.06,"-","-"
"blank ","Samp","Fe MultiCal","","-","g/mL",0.07,"-","-"
"blank ","Samp","K MultiCal","","-","g/mL",2.79,"-","-"
"blank ","Samp","Mg  MultiCal","","-","g/mL",0.37,"-","-"
"blank ","Samp","S MultiCal","","-","g/mL",0.06,"-","-"
"blank ","Samp","Zn MultiCal","","-","g/mL",0.01,"-","-"
"blank ","Samp","Al MultiCal","","-","g/mL",4.75,"-","-"
"blank ","Samp","Ca MultiCal","","-","g/mL",1.51,"-","-"
"blank ","Samp","Fe MultiCal","","-","g/mL",0.06,"-","-"
"blank ","Samp","K MultiCal","","-","g/mL",2.70,"-","-"
"blank ","Samp","Mg  MultiCal","","-","g/mL",0.50,"-","-"
"blank ","Samp","S MultiCal","","-","g/mL",0.13,"-","-"
"blank ","Samp","Al MultiCal","","-","g/mL",4.50,"-","-"
"blank ","Samp","Ca MultiCal","","-","g/mL",1.18,"-","-"
"blank ","Samp","Fe MultiCal","","-","g/mL",0.05,"-","-"
"blank ","Samp","K MultiCal","","-","g/mL",2.62,"-","-"
"blank ","Samp","Mg  MultiCal","","-","g/mL",0.41,"-","-"
"blank ","Samp","S MultiCal","","-","g/mL",0.13,"-","-"
"hag ","Samp","Al MultiCal","","-","g/mL",75.31,"-","-"
"hag ","Samp","Ca MultiCal","o","-","g/mL",49.04,"-","-"
"hag ","Samp","Cu MultiCal","","-","g/mL",0.05,"-","-"
"hag ","Samp","Fe MultiCal","","-","g/mL",10.01,"-","-"
"hag ","Samp","K MultiCal","","-","g/mL",9.77,"-","-"
"hag ","Samp","Mg  MultiCal","","-","g/mL",9.29,"-","-"
"hag ","Samp","Mn MultiCal","","-","g/mL",9.88,"-","-"
"hag ","Samp","P MultiCal","","-","g/mL",3.12,"-","-"
"hag ","Samp","S MultiCal","","-","g/mL",3.31,"-","-"
"hag ","Samp","Zn MultiCal","","-","g/mL",0.18,"-","-"
"hag ","Samp","Al MultiCal","","-","g/mL",73.81,"-","-"
"hag ","Samp","Ca MultiCal","o","-","g/mL",49.97,"-","-"
"hag ","Samp","Cu MultiCal","","-","g/mL",0.05,"-","-"
"hag ","Samp","Fe MultiCal","","-","g/mL",9.74,"-","-"
"hag ","Samp","K MultiCal","","-","g/mL",9.37,"-","-"
"hag ","Samp","Mg  MultiCal","","-","g/mL",9.43,"-","-"
"hag ","Samp","Mn MultiCal","","-","g/mL",9.62,"-","-"
"hag ","Samp","P MultiCal","","-","g/mL",3.18,"-","-"
"hag ","Samp","S MultiCal","","-","g/mL",3.21,"-","-"
"hag ","Samp","Zn MultiCal","","-","g/mL",0.18,"-","-"
"hag ","Samp","Al MultiCal","","-","g/mL",74.27,"-","-"
"hag ","Samp","Ca MultiCal","o","-","g/mL",48.19,"-","-"
"hag ","Samp","Cu MultiCal","","-","g/mL",0.05,"-","-"
"hag ","Samp","Fe MultiCal","","-","g/mL",9.79,"-","-"
"hag ","Samp","K MultiCal","","-","g/mL",9.62,"-","-"
"hag ","Samp","Mg  MultiCal","","-","g/mL",9.26,"-","-"
"hag ","Samp","Mn MultiCal","","-","g/mL",9.20,"-","-"
"hag ","Samp","P MultiCal","","-","g/mL",3.14,"-","-"
"hag ","Samp","S MultiCal","","-","g/mL",3.11,"-","-"
"hag ","Samp","Zn MultiCal","","-","g/mL",0.18,"-","-"
"hub ","Samp","Al MultiCal","","-","g/mL",92.67,"-","-"
"hub ","Samp","Ca MultiCal","o","-","g/mL",27.72,"-","-"
"hub ","Samp","Cu MultiCal","","-","g/mL",0.10,"-","-"
"hub ","Samp","Fe MultiCal","","-","g/mL",11.36,"-","-"
"hub ","Samp","K MultiCal","","-","g/mL",32.45,"-","-"
"hub ","Samp","Mg  MultiCal","","-","g/mL",4.15,"-","-"
"hub ","Samp","P MultiCal","","-","g/mL",5.99,"-","-"
"hub ","Samp","S MultiCal","","-","g/mL",1.78,"-","-"
"hub ","Samp","Zn MultiCal","","-","g/mL",0.39,"-","-"
"hub ","Samp","Al MultiCal","","-","g/mL",88.12,"-","-"
"hub ","Samp","Ca MultiCal","o","-","g/mL",27.47,"-","-"
"hub ","Samp","Cu MultiCal","","-","g/mL",0.10,"-","-"
"hub ","Samp","Fe MultiCal","","-","g/mL",11.19,"-","-"
"hub ","Samp","K MultiCal","","-","g/mL",32.19,"-","-"
"hub ","Samp","Mg  MultiCal","","-","g/mL",4.11,"-","-"
"hub ","Samp","P MultiCal","","-","g/mL",5.97,"-","-"
"hub ","Samp","S MultiCal","","-","g/mL",1.76,"-","-"
"hub ","Samp","Zn MultiCal","","-","g/mL",0.37,"-","-"
"hub ","Samp","Al MultiCal","","-","g/mL",89.97,"-","-"
"hub ","Samp","Ca MultiCal","o","-","g/mL",27.61,"-","-"
"hub ","Samp","Cu MultiCal","","-","g/mL",0.10,"-","-"
"hub ","Samp","Fe MultiCal","","-","g/mL",11.39,"-","-"
"hub ","Samp","K MultiCal","","-","g/mL",28.96,"-","-"
"hub ","Samp","Mg  MultiCal","","-","g/mL",4.27,"-","-"
"hub ","Samp","P MultiCal","","-","g/mL",6.02,"-","-"
"hub ","Samp","S MultiCal","","-","g/mL",1.80,"-","-"
"hub ","Samp","Zn MultiCal","","-","g/mL",0.39,"-","-"
"LTAR19-001 ","Samp","Al MultiCal","","-","g/mL",62.48,"-","-"
"LTAR19-001 ","Samp","Ca MultiCal","o","-","g/mL",38.10,"-","-"
"LTAR19-001 ","Samp","Cu MultiCal","","-","g/mL",0.23,"-","-"
"LTAR19-001 ","Samp","Fe MultiCal","","-","g/mL",11.60,"-","-"
"LTAR19-001 ","Samp","K MultiCal","","-","g/mL",16.38,"-","-"
"LTAR19-001 ","Samp","Mg  MultiCal","","-","g/mL",9.37,"-","-"
"LTAR19-001 ","Samp","Mn MultiCal","","-","g/mL",17.97,"-","-"
"LTAR19-001 ","Samp","P MultiCal","","-","g/mL",6.81,"-","-"
"LTAR19-001 ","Samp","S MultiCal","","-","g/mL",1.08,"-","-"
"LTAR19-001 ","Samp","Zn MultiCal","","-","g/mL",0.57,"-","-"
"LTAR19-002 ","Samp","Al MultiCal","","-","g/mL",65.71,"-","-"
"LTAR19-002 ","Samp","Ca MultiCal","o","-","g/mL",32.66,"-","-"
"LTAR19-002 ","Samp","Cu MultiCal","","-","g/mL",0.15,"-","-"
"LTAR19-002 ","Samp","Fe MultiCal","","-","g/mL",10.61,"-","-"
"LTAR19-002 ","Samp","K MultiCal","","-","g/mL",13.48,"-","-"
"LTAR19-002 ","Samp","Mg  MultiCal","","-","g/mL",5.86,"-","-"
"LTAR19-002 ","Samp","Mn MultiCal","","-","g/mL",15.75,"-","-"
"LTAR19-002 ","Samp","P MultiCal","","-","g/mL",3.96,"-","-"
"LTAR19-002 ","Samp","S MultiCal","","-","g/mL",0.87,"-","-"
"LTAR19-002 ","Samp","Zn MultiCal","","-","g/mL",0.34,"-","-"
"LTAR19-003 ","Samp","Al MultiCal","","-","g/mL",53.47,"-","-"
"LTAR19-003 ","Samp","Ca MultiCal","o","-","g/mL",31.90,"-","-"
"LTAR19-003 ","Samp","Cu MultiCal","","-","g/mL",0.21,"-","-"
"LTAR19-003 ","Samp","Fe MultiCal","","-","g/mL",11.17,"-","-"
"LTAR19-003 ","Samp","K MultiCal","","-","g/mL",12.07,"-","-"
"LTAR19-003 ","Samp","Mg  MultiCal","","-","g/mL",6.89,"-","-"
"LTAR19-003 ","Samp","Mn MultiCal","","-","g/mL",9.31,"-","-"
"LTAR19-003 ","Samp","P MultiCal","","-","g/mL",7.30,"-","-"
"LTAR19-003 ","Samp","S MultiCal","","-","g/mL",1.06,"-","-"
"LTAR19-003 ","Samp","Zn MultiCal","","-","g/mL",0.47,"-","-"
"LTAR19-004 ","Samp","Al MultiCal","","-","g/mL",61.89,"-","-"
"LTAR19-004 ","Samp","Ca MultiCal","o","-","g/mL",24.88,"-","-"
"LTAR19-004 ","Samp","Cu MultiCal","","-","g/mL",0.14,"-","-"
"LTAR19-004 ","Samp","Fe MultiCal","","-","g/mL",9.63,"-","-"
"LTAR19-004 ","Samp","K MultiCal","","-","g/mL",9.21,"-","-"
"LTAR19-004 ","Samp","Mg  MultiCal","","-","g/mL",4.55,"-","-"
"LTAR19-004 ","Samp","Mn MultiCal","","-","g/mL",8.28,"-","-"
"LTAR19-004 ","Samp","P MultiCal","","-","g/mL",4.99,"-","-"
"LTAR19-004 ","Samp","S MultiCal","","-","g/mL",1.33,"-","-"
"LTAR19-004 ","Samp","Zn MultiCal","","-","g/mL",0.28,"-","-"
"LTAR19-005 ","Samp","Al MultiCal","","-","g/mL",54.20,"-","-"
"LTAR19-005 ","Samp","Ca MultiCal","o","-","g/mL",35.36,"-","-"
"LTAR19-005 ","Samp","Cu MultiCal","","-","g/mL",0.26,"-","-"
"LTAR19-005 ","Samp","Fe MultiCal","","-","g/mL",11.11,"-","-"
"LTAR19-005 ","Samp","K MultiCal","","-","g/mL",13.11,"-","-"
"LTAR19-005 ","Samp","Mg  MultiCal","","-","g/mL",9.51,"-","-"
"LTAR19-005 ","Samp","Mn MultiCal","","-","g/mL",8.47,"-","-"
"LTAR19-005 ","Samp","P MultiCal","","-","g/mL",7.74,"-","-"
"LTAR19-005 ","Samp","S MultiCal","","-","g/mL",1.08,"-","-"
"LTAR19-005 ","Samp","Zn MultiCal","","-","g/mL",0.57,"-","-"
"LTAR19-006 ","Samp","Al MultiCal","","-","g/mL",58.72,"-","-"
"LTAR19-006 ","Samp","Ca MultiCal","o","-","g/mL",30.82,"-","-"
"LTAR19-006 ","Samp","Cu MultiCal","","-","g/mL",0.19,"-","-"
"LTAR19-006 ","Samp","Fe MultiCal","","-","g/mL",9.90,"-","-"
"LTAR19-006 ","Samp","K MultiCal","","-","g/mL",8.61,"-","-"
"LTAR19-006 ","Samp","Mg  MultiCal","","-","g/mL",7.61,"-","-"
"LTAR19-006 ","Samp","Mn MultiCal","","-","g/mL",9.39,"-","-"
"LTAR19-006 ","Samp","P MultiCal","","-","g/mL",4.58,"-","-"
"LTAR19-006 ","Samp","S MultiCal","","-","g/mL",0.97,"-","-"
"LTAR19-006 ","Samp","Zn MultiCal","","-","g/mL",0.37,"-","-"
"LTAR19-007 ","Samp","Al MultiCal","","-","g/mL",65.46,"-","-"
"LTAR19-007 ","Samp","Ca MultiCal","o","-","g/mL",36.73,"-","-"
"LTAR19-007 ","Samp","Cu MultiCal","","-","g/mL",0.30,"-","-"
"LTAR19-007 ","Samp","Fe MultiCal","","-","g/mL",11.50,"-","-"
"LTAR19-007 ","Samp","K MultiCal","","-","g/mL",21.52,"-","-"
"LTAR19-007 ","Samp","Mg  MultiCal","","-","g/mL",10.37,"-","-"
"LTAR19-007 ","Samp","Mn MultiCal","","-","g/mL",11.64,"-","-"
"LTAR19-007 ","Samp","P MultiCal","","-","g/mL",6.82,"-","-"
"LTAR19-007 ","Samp","S MultiCal","","-","g/mL",1.06,"-","-"
"LTAR19-007 ","Samp","Zn MultiCal","","-","g/mL",0.60,"-","-"
"LTAR19-008 ","Samp","Al MultiCal","","-","g/mL",66.00,"-","-"
"LTAR19-008 ","Samp","Ca MultiCal","o","-","g/mL",35.38,"-","-"
"LTAR19-008 ","Samp","Cu MultiCal","","-","g/mL",0.22,"-","-"
"LTAR19-008 ","Samp","Fe MultiCal","","-","g/mL",9.75,"-","-"
"LTAR19-008 ","Samp","K MultiCal","","-","g/mL",16.31,"-","-"
"LTAR19-008 ","Samp","Mg  MultiCal","","-","g/mL",12.75,"-","-"
"LTAR19-008 ","Samp","Mn MultiCal","","-","g/mL",10.91,"-","-"
"LTAR19-008 ","Samp","P MultiCal","","-","g/mL",3.73,"-","-"
"LTAR19-008 ","Samp","S MultiCal","","-","g/mL",1.14,"-","-"
"LTAR19-008 ","Samp","Zn MultiCal","","-","g/mL",0.39,"-","-"
"LTAR19-009 ","Samp","Al MultiCal","","-","g/mL",54.03,"-","-"
"LTAR19-009 ","Samp","Ca MultiCal","o","-","g/mL",36.55,"-","-"
"LTAR19-009 ","Samp","Cu MultiCal","","-","g/mL",0.26,"-","-"
"LTAR19-009 ","Samp","Fe MultiCal","","-","g/mL",12.39,"-","-"
"LTAR19-009 ","Samp","K MultiCal","","-","g/mL",14.61,"-","-"
"LTAR19-009 ","Samp","Mg  MultiCal","","-","g/mL",8.48,"-","-"
"LTAR19-009 ","Samp","Mn MultiCal","","-","g/mL",8.35,"-","-"
"LTAR19-009 ","Samp","P MultiCal","","-","g/mL",9.06,"-","-"
"LTAR19-009 ","Samp","S MultiCal","","-","g/mL",1.03,"-","-"
"LTAR19-009 ","Samp","Zn MultiCal","","-","g/mL",0.60,"-","-"
"LTAR19-010 ","Samp","Al MultiCal","","-","g/mL",56.93,"-","-"
"LTAR19-010 ","Samp","Ca MultiCal","o","-","g/mL",32.10,"-","-"
"LTAR19-010 ","Samp","Cu MultiCal","","-","g/mL",0.17,"-","-"
"LTAR19-010 ","Samp","Fe MultiCal","","-","g/mL",10.97,"-","-"
"LTAR19-010 ","Samp","K MultiCal","","-","g/mL",9.76,"-","-"
"LTAR19-010 ","Samp","Mg  MultiCal","","-","g/mL",6.27,"-","-"
"LTAR19-010 ","Samp","Mn MultiCal","","-","g/mL",8.35,"-","-"
"LTAR19-010 ","Samp","P MultiCal","","-","g/mL",5.70,"-","-"
"LTAR19-010 ","Samp","S MultiCal","","-","g/mL",0.90,"-","-"
"LTAR19-010 ","Samp","Zn MultiCal","","-","g/mL",0.39,"-","-"
"LTAR19-011 ","Samp","Al MultiCal","","-","g/mL",62.48,"-","-"
"LTAR19-011 ","Samp","Ca MultiCal","o","-","g/mL",50.80,"-","-"
"LTAR19-011 ","Samp","Cu MultiCal","","-","g/mL",0.38,"-","-"
"LTAR19-011 ","Samp","Fe MultiCal","","-","g/mL",12.78,"-","-"
"LTAR19-011 ","Samp","K MultiCal","","-","g/mL",23.90,"-","-"
"LTAR19-011 ","Samp","Mg  MultiCal","","-","g/mL",16.40,"-","-"
"LTAR19-011 ","Samp","Mn MultiCal","","-","g/mL",17.80,"-","-"
"LTAR19-011 ","Samp","P MultiCal","","-","g/mL",12.08,"-","-"
"LTAR19-011 ","Samp","S MultiCal","","-","g/mL",1.26,"-","-"
"LTAR19-011 ","Samp","Zn MultiCal","","-","g/mL",0.88,"-","-"
"LTAR19-012 ","Samp","Al MultiCal","","-","g/mL",67.11,"-","-"
"LTAR19-012 ","Samp","Ca MultiCal","o","-","g/mL",42.21,"-","-"
"LTAR19-012 ","Samp","Cu MultiCal","","-","g/mL",0.23,"-","-"
"LTAR19-012 ","Samp","Fe MultiCal","","-","g/mL",10.66,"-","-"
"LTAR19-012 ","Samp","K MultiCal","","-","g/mL",19.47,"-","-"
"LTAR19-012 ","Samp","Mg  MultiCal","","-","g/mL",9.94,"-","-"
